age,height_cm,weight_kg,activity_level,healthy
54,175,109.7,3,0
48,183,78.5,5,1
43,174,114.6,2,0
40,183,72.8,5,1
27,169,44.6,3,0
22,159,49.1,4,1
43,162,44.0,2,0
54,158,50.8,3,1
53,160,46.2,2,0
27,190,81.7,4,1
53,167,47.0,3,0
22,160,60.5,3,1
53,187,125.9,1,0
49,180,70.2,4,1
34,161,73.7,3,0
18,179,77.8,3,1
34,162,90.4,3,0
39,170,64.9,4,1
20,181,50.0,3,0
31,192,87.3,5,1
50,181,57.1,1,0
49,160,52.4,4,1
21,183,60.3,2,0
44,190,87.1,3,1
33,165,44.1,2,0
45,163,63.4,4,1
25,181,50.4,3,0
19,168,56.6,4,1
49,182,58.5,1,0
29,162,56.8,5,1
44,172,44.9,3,0
26,193,77.9,4,1
24,161,73.8,2,0
24,175,75.3,3,1
48,177,48.0,1,0
44,158,54.0,5,1
59,157,39.4,3,0
27,176,59.2,3,1
38,190,56.6,2,0
37,161,55.7,3,1
30,157,66.2,1,0
24,159,50.2,4,1
49,167,50.8,1,0
45,174,72.1,4,1
56,165,77.4,1,0
37,160,49.1,4,1
40,174,99.4,2,0
31,190,87.3,4,1
39,170,104.5,2,0
42,185,82.4,3,1
50,185,115.0,1,0
21,158,53.5,3,1
26,184,61.4,1,0
40,170,62.1,4,1
50,192,62.7,3,0
18,163,55.5,4,1
20,178,79.5,3,0
40,171,54.1,3,1
57,190,60.3,1,0
23,182,75.0,3,1
56,192,60.7,1,0
35,166,60.6,4,1
55,169,94.0,3,0
54,185,84.3,5,1
35,171,80.3,1,0
51,171,58.2,4,1
30,193,106.9,1,0
29,182,64.9,3,1
51,177,57.3,3,0
28,187,74.6,3,1
31,163,40.2,3,0
45,172,55.6,3,1
40,176,51.2,3,0
18,157,50.9,4,1
47,156,81.2,2,0
59,159,59.5,4,1
32,174,46.2,2,0
44,180,72.8,4,1
53,194,62.7,3,0
19,155,45.2,4,1
39,172,46.0,2,0
38,170,63.6,3,1
38,167,98.9,3,0
21,176,72.5,3,1
27,156,37.6,2,0
40,184,73.4,4,1
27,167,88.6,1,0
51,193,84.5,3,1
32,158,69.1,1,0
41,182,70.8,5,1
18,188,120.0,2,0
41,193,79.0,4,1
30,191,106.9,2,0
34,158,52.3,5,1
54,156,37.4,2,0
20,159,61.9,3,1
59,173,105.6,1,0
57,164,51.4,5,1
23,156,42.1,1,0
24,183,66.3,5,1
50,162,47.9,1,0
41,180,67.7,3,1
56,157,79.6,3,0
20,178,64.8,4,1
59,181,55.6,3,0
23,173,62.8,4,1
39,175,82.2,2,0
44,161,55.9,5,1
40,167,81.1,1,0
20,180,69.5,4,1
20,155,90.3,3,0
30,168,59.9,5,1
57,158,79.7,3,0
50,161,51.5,5,1
44,168,44.0,2,0
27,178,69.9,4,1
39,163,81.0,1,0
54,160,50.9,5,1
53,179,55.9,2,0
22,162,50.9,4,1
41,194,103.2,3,0
20,191,84.9,4,1
33,177,52.4,2,0
25,192,69.0,5,1
42,170,85.4,3,0
30,161,61.9,4,1
21,156,85.2,2,0
29,173,60.0,3,1
34,170,49.6,3,0
26,166,62.6,5,1
19,165,90.5,1,0
37,193,73.2,4,1
51,173,94.8,3,0
53,171,71.1,3,1
37,182,50.8,3,0
25,186,64.0,3,1
26,174,50.7,1,0
47,174,67.1,3,1
22,189,125.8,2,0
31,179,70.8,4,1
52,161,44.4,1,0
53,168,52.8,5,1
59,191,63.4,2,0
21,190,81.8,3,1
27,175,53.0,1,0
35,170,60.2,4,1
32,193,122.4,1,0
53,167,67.5,5,1
58,176,47.7,2,0
59,166,64.9,3,1
34,182,57.0,3,0
32,192,88.7,4,1
25,160,76.2,1,0
23,180,74.3,3,1
54,168,45.6,3,0
45,172,68.2,4,1
49,176,52.8,2,0
28,187,81.1,4,1
34,194,63.7,3,0
33,167,67.5,5,1
40,166,98.0,2,0
33,170,71.4,3,1
26,180,82.8,1,0
31,166,60.8,3,1
49,192,135.8,2,0
37,186,71.3,3,1
33,192,114.8,2,0
31,176,76.1,5,1
32,186,58.3,1,0
44,189,79.3,4,1
18,185,55.0,2,0
40,177,60.1,4,1
42,170,51.9,1,0
49,178,72.0,5,1
21,188,59.2,2,0
43,180,65.2,5,1
27,177,54.1,2,0
44,160,61.4,4,1
45,182,108.6,1,0
22,165,60.3,5,1
19,169,87.9,2,0
52,188,84.2,5,1
40,173,98.3,2,0
56,171,70.4,5,1
49,193,108.9,3,0
46,160,49.4,3,1
31,178,55.2,3,0
49,190,70.9,4,1
44,173,53.7,3,0
21,165,62.6,3,1
25,188,89.0,2,0
38,184,75.7,5,1
25,193,93.5,3,0
33,167,67.5,5,1
39,186,130.8,2,0
50,180,67.1,5,1
22,187,126.8,1,0
34,155,47.9,4,1
48,162,43.6,3,0
56,182,74.9,3,1
33,167,46.2,2,0
51,173,61.4,3,1
35,162,81.1,2,0
37,167,64.9,5,1
36,191,95.3,2,0
56,190,81.4,5,1
20,187,88.4,3,0
41,169,66.9,4,1
31,160,44.6,2,0
34,170,57.6,3,1
44,187,57.4,1,0
53,171,64.1,5,1
51,162,77.1,2,0
40,189,73.4,3,1
34,173,47.8,2,0
19,193,84.9,4,1
49,175,53.8,3,0
39,167,54.2,4,1
31,192,113.0,1,0
53,190,78.0,3,1
47,178,102.6,3,0
43,167,60.0,5,1
22,167,98.0,2,0
44,179,76.6,3,1
35,193,106.7,1,0
33,170,61.5,3,1
52,183,104.4,2,0
32,155,51.3,4,1
42,156,36.7,2,0
47,169,68.6,5,1
24,165,46.6,3,0
27,171,61.1,5,1
21,189,63.9,1,0
58,167,62.8,3,1
53,162,81.3,1,0
38,181,64.8,5,1
52,194,60.4,1,0
25,165,61.6,5,1
41,175,51.2,3,0
19,184,82.3,5,1
46,192,61.6,2,0
32,177,63.6,3,1
46,162,39.5,1,0
18,174,65.9,3,1
25,181,101.1,1,0
36,172,62.7,3,1
44,161,72.0,3,0
53,173,60.5,5,1
26,174,53.1,2,0
38,187,85.4,4,1
51,163,86.7,2,0
28,171,66.9,5,1
33,187,129.5,3,0
54,180,66.4,4,1
47,182,116.4,1,0
58,181,61.5,5,1
59,175,93.7,2,0
32,171,68.1,3,1
30,187,53.7,2,0
31,177,68.4,4,1
28,167,47.3,3,0
53,171,60.8,4,1
55,161,45.4,3,0
47,160,48.6,3,1
31,172,44.8,2,0
29,172,60.1,3,1
57,178,52.7,1,0
40,167,61.5,3,1
31,168,99.4,3,0
43,180,76.8,3,1
32,175,49.0,2,0
19,173,58.6,5,1
42,168,83.4,2,0
55,184,83.6,3,1
53,188,98.8,2,0
48,156,53.3,3,1
37,168,50.2,1,0
55,180,75.9,4,1
21,161,46.6,3,0
57,187,64.7,4,1
27,182,108.7,1,0
45,187,77.1,5,1
32,157,81.9,1,0
21,180,76.4,4,1
34,189,62.2,3,0
38,169,56.4,4,1
38,175,49.2,1,0
56,163,62.9,3,1
25,188,111.6,1,0
55,188,74.3,4,1
40,176,46.9,3,0
56,174,74.4,3,1
21,178,102.0,2,0
40,169,64.6,4,1
52,193,122.2,1,0
58,192,76.4,5,1
56,158,44.6,1,0
31,165,67.6,4,1
31,178,97.0,3,0
33,192,82.9,4,1
51,162,41.7,2,0
58,169,71.0,4,1
29,177,114.2,2,0
27,188,71.5,4,1
46,192,55.5,1,0
31,191,90.2,5,1
57,157,40.1,3,0
36,188,75.2,4,1
36,180,51.8,1,0
36,187,80.2,3,1
22,184,89.2,2,0
29,167,57.3,4,1
37,170,44.7,2,0
51,176,63.2,5,1
21,177,47.7,1,0
33,179,70.7,5,1
26,169,89.7,1,0
23,182,66.0,5,1
23,181,100.3,2,0
35,189,79.4,5,1
47,175,99.4,3,0
35,183,74.7,3,1
34,172,92.4,3,0
37,163,64.5,5,1
38,177,52.3,3,0
36,177,69.7,5,1
53,166,44.9,3,0
49,174,56.2,5,1
48,192,140.0,1,0
32,167,68.2,4,1
43,168,77.6,1,0
45,160,60.9,3,1
24,162,43.6,1,0
59,171,60.1,5,1
56,184,59.7,2,0
26,160,47.7,4,1
45,184,88.6,1,0
59,163,60.4,3,1
32,186,115.7,2,0
31,183,81.0,5,1
44,163,79.9,1,0
41,182,79.8,4,1
42,189,102.8,3,0
24,171,69.8,4,1
29,172,50.2,1,0
33,159,57.8,3,1
58,181,57.1,1,0
46,155,51.8,4,1
45,176,47.2,1,0
22,188,73.6,4,1
24,191,62.2,2,0
41,180,75.1,4,1
43,164,85.2,1,0
44,163,60.2,4,1
26,176,47.5,1,0
34,174,60.3,5,1
45,173,96.9,3,0
23,179,59.6,3,1
56,194,115.6,2,0
25,172,60.6,4,1
59,156,44.4,1,0
29,186,74.6,4,1
42,158,39.0,1,0
24,159,60.2,4,1
51,189,61.6,3,0
44,192,71.4,3,1
43,168,105.4,3,0
32,186,85.0,4,1
18,174,103.0,1,0
45,181,70.2,5,1
50,158,63.2,3,0
42,167,65.4,5,1
34,191,59.6,2,0
49,162,49.9,5,1
23,193,118.1,2,0
59,164,59.4,3,1
33,155,42.2,2,0
36,175,70.6,3,1
58,194,106.4,3,0
34,155,46.3,4,1
43,156,75.8,1,0
54,185,67.7,4,1
23,169,45.8,2,0
48,188,76.8,5,1
26,165,91.8,2,0
26,174,73.4,4,1
39,183,59.2,3,0
18,155,54.8,4,1
56,159,74.7,3,0
27,193,84.6,5,1
29,170,51.0,3,0
42,189,71.9,3,1
39,165,46.7,2,0
51,158,47.1,4,1
26,170,49.8,3,0
58,192,80.6,4,1
38,169,80.9,2,0
26,161,62.7,3,1
32,162,81.7,1,0
22,184,64.7,5,1
24,156,44.6,1,0
31,159,48.5,3,1
46,165,95.1,3,0
36,176,76.1,3,1
29,179,55.4,1,0
35,172,69.0,4,1
33,172,96.5,2,0
27,159,51.7,5,1
52,160,66.7,1,0
52,192,82.4,5,1
36,158,86.2,1,0
47,188,84.3,4,1
41,187,109.9,3,0
24,173,65.2,3,1
59,177,98.5,1,0
58,177,66.3,3,1
28,165,44.9,3,0
35,172,55.9,4,1
31,169,93.5,3,0
30,174,60.2,5,1
40,187,59.3,3,0
20,162,58.4,3,1
24,156,67.1,1,0
59,163,54.4,4,1
28,156,42.1,2,0
32,165,56.5,4,1
45,186,54.5,3,0
45,155,50.7,4,1
59,188,63.3,1,0
37,156,50.5,4,1
47,186,127.5,3,0
45,164,52.2,3,1
39,173,110.7,2,0
53,182,76.2,4,1
26,175,90.8,3,0
57,158,48.3,4,1
42,159,65.5,1,0
32,190,80.6,5,1
49,162,47.6,3,0
23,173,72.9,3,1
59,173,48.1,2,0
40,157,56.3,4,1
42,174,47.9,3,0
56,164,64.6,4,1
46,186,62.4,2,0
40,185,77.9,3,1
20,175,46.3,1,0
50,160,58.9,5,1
18,193,113.4,2,0
30,182,66.9,4,1
37,181,119.7,3,0
58,188,75.8,3,1
54,155,42.3,2,0
46,186,78.5,4,1
27,190,102.1,1,0
48,161,49.4,4,1
39,169,43.2,1,0
38,192,73.5,3,1
49,175,91.2,2,0
31,169,62.5,5,1
26,161,92.4,3,0
30,169,59.8,3,1
40,190,59.9,3,0
57,161,61.1,3,1
31,169,83.1,2,0
25,159,58.6,5,1
21,168,43.0,1,0
48,160,52.6,3,1
20,165,45.8,3,0
27,187,65.4,3,1
29,167,84.3,1,0
54,190,88.9,5,1
38,175,55.2,1,0
29,168,67.6,4,1
51,165,92.1,3,0
37,175,62.7,5,1
43,186,63.5,1,0
47,168,52.6,3,1
51,176,110.2,3,0
36,186,70.9,5,1
32,183,125.5,3,0
32,157,57.6,4,1
39,168,78.2,3,0
32,155,55.5,5,1
29,164,45.5,3,0
28,170,65.3,5,1
31,173,46.9,2,0
43,162,54.0,5,1
47,176,107.4,3,0
21,191,82.0,4,1
53,165,78.7,1,0
22,184,79.1,4,1
22,185,56.4,3,0
45,170,71.9,4,1
51,177,80.6,1,0
57,185,69.6,3,1
43,177,95.2,2,0
25,173,55.6,5,1
49,164,43.1,3,0
20,191,79.8,5,1
39,172,74.7,1,0
26,182,68.6,5,1
30,192,109.0,2,0
23,192,81.3,5,1
58,171,85.6,1,0
18,179,67.0,3,1
25,159,38.2,3,0
47,169,63.7,5,1
30,168,48.4,3,0
30,170,63.9,5,1
44,189,127.2,2,0
37,186,64.2,4,1
56,174,93.0,3,0
39,175,66.0,3,1
35,177,49.7,1,0
24,155,49.8,4,1
49,190,95.7,2,0
37,179,78.8,5,1
38,177,99.0,2,0
44,194,89.8,5,1
32,181,107.6,3,0
54,188,72.5,5,1
20,171,52.2,1,0
46,158,57.8,3,1
45,180,52.0,3,0
44,170,60.8,4,1
33,166,48.8,3,0
29,184,80.9,3,1
54,155,37.6,3,0
44,162,48.9,5,1
32,181,113.9,2,0
59,172,55.1,5,1
39,157,39.0,2,0
18,180,64.5,4,1
27,191,60.1,2,0
52,183,77.1,4,1
19,156,72.9,3,0
18,178,65.0,3,1
53,185,62.8,2,0
48,176,69.9,5,1
32,180,56.2,1,0
56,162,63.4,4,1
44,190,64.6,2,0
26,161,62.0,4,1
43,158,38.3,1,0
41,181,80.0,5,1
52,166,94.1,1,0
23,156,46.3,3,1
21,158,77.0,1,0
40,172,73.0,3,1
32,188,129.7,3,0
39,159,50.4,5,1
34,178,56.5,3,0
32,183,79.7,4,1
49,177,94.6,2,0
21,174,60.5,4,1
30,185,110.3,1,0
49,163,53.9,5,1
34,177,104.6,3,0
20,182,82.4,5,1
30,171,85.1,1,0
32,190,75.8,4,1
28,185,61.7,2,0
47,174,65.4,3,1
46,177,57.3,2,0
58,166,68.0,5,1
50,172,47.1,1,0
32,190,87.1,4,1
49,187,58.3,3,0
19,156,58.3,5,1
46,157,40.1,1,0
53,177,58.3,5,1
51,155,39.0,3,0
34,164,51.2,3,1
51,186,102.4,2,0
56,174,70.4,5,1
43,179,49.4,1,0
42,170,54.3,4,1
43,193,58.2,2,0
26,169,56.9,5,1
37,162,42.2,3,0
46,185,72.8,5,1
46,157,42.0,1,0
48,161,60.0,5,1
56,157,44.6,2,0
31,189,68.6,4,1
43,161,89.7,3,0
31,190,78.9,3,1
39,162,93.3,3,0
35,184,67.3,5,1
33,194,60.5,1,0
53,181,73.9,5,1
39,185,102.7,2,0
54,179,66.7,4,1
41,193,94.9,3,0
40,194,89.4,3,1
53,178,48.1,2,0
40,172,63.9,4,1
25,170,50.4,2,0
29,192,86.3,4,1
34,155,85.7,3,0
41,164,51.5,5,1
27,190,62.5,2,0
36,169,70.2,3,1
21,183,61.1,1,0
32,185,85.2,5,1
58,180,52.0,3,0
20,168,58.3,3,1
44,155,72.5,2,0
34,157,54.0,3,1
19,188,111.4,1,0
46,179,61.7,3,1
26,193,61.5,1,0
29,178,77.4,3,1
40,193,58.0,3,0
44,184,74.6,5,1
24,176,104.1,2,0
30,158,62.1,5,1
50,188,89.1,2,0
51,165,54.0,3,1
19,188,123.7,2,0
45,157,46.5,4,1
44,185,57.9,2,0
56,174,63.9,3,1
38,172,101.2,1,0
42,167,56.8,5,1
36,155,91.1,1,0
38,176,75.0,5,1
56,186,88.1,1,0
18,187,73.6,3,1
33,172,77.2,1,0
21,177,60.2,3,1
25,193,125.2,3,0
32,171,63.7,5,1
59,188,133.7,2,0
22,180,67.9,5,1
30,163,90.8,1,0
54,178,73.5,4,1
26,171,50.5,3,0
50,186,69.0,4,1
19,180,113.9,2,0
57,177,71.3,3,1
21,192,56.7,3,0
23,177,76.8,5,1
25,156,38.3,1,0
55,181,69.8,5,1
38,167,44.6,2,0
56,176,58.1,4,1
47,172,112.4,3,0
47,180,78.0,3,1
18,172,77.7,1,0
55,169,65.1,5,1
57,174,45.7,3,0
25,185,71.3,5,1
49,169,86.5,3,0
23,179,77.9,3,1
19,186,122.0,3,0
21,178,59.0,4,1
38,184,59.0,1,0
57,179,64.2,5,1
18,187,57.5,2,0
58,158,48.9,5,1
26,177,57.2,2,0
59,188,79.0,5,1
52,179,94.1,1,0
20,158,60.5,5,1
43,165,41.4,1,0
59,193,91.7,5,1
29,176,81.5,1,0
38,165,53.9,4,1
35,181,49.7,2,0
55,177,64.3,4,1
21,184,54.2,2,0
25,178,69.1,3,1
34,186,93.8,3,0
22,190,78.8,3,1
48,164,70.4,3,0
50,174,72.0,5,1
30,168,97.0,1,0
33,189,85.4,5,1
21,159,38.7,2,0
29,181,63.9,5,1
40,187,112.3,3,0
41,164,54.0,4,1
19,185,55.8,1,0
19,160,47.8,3,1
38,163,45.8,3,0
25,175,65.1,5,1
23,157,86.4,3,0
22,165,53.1,4,1
30,161,38.9,2,0
47,176,63.6,4,1
37,193,128.0,3,0
57,188,77.3,5,1
30,155,87.7,1,0
18,163,50.4,5,1
19,168,96.4,3,0
46,165,59.3,4,1
19,186,117.8,3,0
50,178,74.0,5,1
54,181,94.4,3,0
47,186,68.6,5,1
51,186,56.1,2,0
20,186,80.2,3,1
20,164,77.0,3,0
56,164,62.3,4,1
28,187,88.2,2,0
39,159,50.1,5,1
26,172,89.4,2,0
24,187,86.5,3,1
39,193,112.7,2,0
57,163,60.6,4,1
59,171,75.1,2,0
52,182,74.6,3,1
27,163,93.1,3,0
52,172,71.1,3,1
42,165,48.9,1,0
35,172,73.3,4,1
32,188,62.1,2,0
18,186,66.5,5,1
53,193,136.5,1,0
27,162,62.0,4,1
28,160,45.6,2,0
52,191,81.0,4,1
51,176,88.5,1,0
55,182,74.2,3,1
51,157,80.4,2,0
38,175,65.9,3,1
42,162,40.5,1,0
24,161,49.2,4,1
44,162,42.0,3,0
35,176,60.4,4,1
50,161,43.7,1,0
33,170,53.5,3,1
55,192,56.6,2,0
58,180,63.7,5,1
43,155,68.7,2,0
54,157,56.9,3,1
40,187,62.2,3,0
23,176,69.0,4,1
25,191,105.1,3,0
25,194,88.7,3,1
22,182,60.7,1,0
26,156,58.9,5,1
48,161,43.4,1,0
27,180,62.0,3,1
55,169,78.7,3,0
34,162,56.4,3,1
42,166,43.5,2,0
42,183,62.7,4,1
55,171,51.4,2,0
33,179,62.0,3,1
23,155,66.6,3,0
20,155,47.7,3,1
47,186,101.0,2,0
21,177,64.0,3,1
29,171,47.9,1,0
29,155,45.1,4,1
19,162,44.5,1,0
48,160,53.8,3,1
24,178,118.1,3,0
19,169,66.2,4,1
45,193,122.1,1,0
47,189,86.4,4,1
49,157,45.2,2,0
36,166,57.7,5,1
47,169,88.8,2,0
44,174,62.4,3,1
25,176,91.6,2,0
54,170,57.5,5,1
40,164,40.4,3,0
38,156,45.1,5,1
49,162,92.3,3,0
35,183,75.1,5,1
35,187,56.5,3,0
51,193,73.7,3,1
41,159,45.2,3,0
50,186,66.7,3,1
58,166,43.2,3,0
59,188,77.5,4,1
36,192,99.1,2,0
47,165,56.2,5,1
26,162,43.8,1,0
58,194,92.6,3,1
52,175,51.9,3,0
43,189,81.9,3,1
33,193,65.3,2,0
19,178,67.8,3,1
18,182,59.6,2,0
42,164,64.8,5,1
29,194,120.3,1,0
34,189,80.7,5,1
53,169,43.5,3,0
56,159,48.8,5,1
29,190,59.0,3,0
51,187,82.2,3,1
46,159,39.2,2,0
50,164,57.7,3,1
40,165,46.9,1,0
27,179,64.4,5,1
32,194,69.0,2,0
29,158,60.8,3,1
48,170,44.9,1,0
37,156,57.3,4,1
39,186,58.5,3,0
20,183,65.6,3,1
48,176,94.8,2,0
18,173,61.6,5,1
42,184,97.5,1,0
36,158,52.6,5,1
32,162,93.9,2,0
33,156,46.0,5,1
47,156,37.0,2,0
37,188,67.5,5,1
37,179,102.7,3,0
56,166,54.3,5,1
19,170,53.0,2,0
59,178,66.2,3,1
56,165,84.6,1,0
21,187,65.9,5,1
31,173,54.0,2,0
48,184,69.7,4,1
58,158,45.5,2,0
30,190,80.2,3,1
57,169,43.3,1,0
49,160,51.6,3,1
30,183,53.7,3,0
25,163,58.1,5,1
37,169,45.8,1,0
28,181,72.9,4,1
55,177,115.1,2,0
47,159,61.3,4,1
31,168,100.3,3,0
49,185,66.9,5,1
30,181,55.5,1,0
26,182,79.1,4,1
20,186,59.4,1,0
46,162,56.8,5,1
43,172,75.2,2,0
33,187,70.9,5,1
55,158,89.0,3,0
34,171,70.9,4,1
39,181,83.4,2,0
42,164,66.7,4,1
18,175,101.7,2,0
43,163,65.1,5,1
53,190,57.1,1,0
26,191,84.7,4,1
49,167,44.5,2,0
27,185,81.8,5,1
38,163,89.9,1,0
31,167,58.9,4,1
35,194,63.9,1,0
50,185,81.9,5,1
42,185,57.6,3,0
56,162,55.9,5,1
46,176,50.1,1,0
59,171,58.2,4,1
55,191,65.4,2,0
25,175,59.9,4,1
52,169,46.7,1,0
21,176,70.0,4,1
44,169,93.4,2,0
55,163,61.4,3,1
32,174,49.4,1,0
33,165,63.5,3,1
27,172,52.3,3,0
45,160,52.5,5,1
27,169,48.2,3,0
46,169,54.4,3,1
58,159,45.7,3,0
20,157,47.5,3,1
27,156,38.3,3,0
51,173,73.2,5,1
19,169,48.6,3,0
41,161,57.6,3,1
50,171,92.7,2,0
24,160,47.7,5,1
48,179,49.6,1,0
22,190,86.1,4,1
46,162,78.0,3,0
54,183,73.6,5,1
29,155,38.6,3,0
34,157,48.4,4,1
46,159,70.0,2,0
38,174,56.0,3,1
38,155,61.2,3,0
36,188,72.0,3,1
23,159,69.6,1,0
30,181,74.7,5,1
42,187,53.1,2,0
40,178,76.8,5,1
44,192,64.7,3,0
53,171,63.6,5,1
53,159,75.6,3,0
27,186,76.2,3,1
37,169,99.8,2,0
21,177,76.9,5,1
48,157,38.8,3,0
27,169,69.1,5,1
25,155,75.0,2,0
50,161,62.5,5,1
23,185,98.5,3,0
34,172,61.1,3,1
43,181,54.9,1,0
38,157,58.7,5,1
44,163,72.3,3,0
48,155,58.4,3,1
32,188,123.1,2,0
42,169,61.8,4,1
34,164,93.5,3,0
34,164,56.8,4,1
45,155,87.8,1,0
54,169,57.8,5,1
27,163,87.0,2,0
43,162,63.5,3,1
29,163,70.4,2,0
52,181,68.7,5,1
55,160,93.0,1,0
31,156,48.9,4,1
36,178,105.2,1,0
42,185,75.4,5,1
45,176,102.5,2,0
25,192,74.9,5,1
29,179,56.3,3,0
51,167,55.0,3,1
53,160,84.5,1,0
24,180,62.4,3,1
59,177,119.0,1,0
57,170,68.7,4,1
37,156,38.5,2,0
56,155,46.2,3,1
31,182,113.8,1,0
38,158,48.9,4,1
48,188,55.1,2,0
42,169,69.4,4,1
32,189,113.4,2,0
52,187,73.3,4,1
36,178,120.0,1,0
56,170,53.8,4,1
39,157,66.8,1,0
32,186,78.1,4,1
30,175,49.3,2,0
37,191,81.1,4,1
35,193,119.7,3,0
35,188,67.9,5,1
27,155,39.9,3,0
24,171,68.2,3,1
35,187,59.0,2,0
25,194,79.9,5,1
18,169,77.0,2,0
43,194,93.7,4,1
39,180,110.7,3,0
53,175,62.1,4,1
30,190,62.8,2,0
32,169,54.4,5,1
45,162,45.4,1,0
41,190,73.1,5,1
51,156,87.4,3,0
29,173,71.8,4,1
32,168,44.5,2,0
46,160,53.9,4,1
31,174,47.2,1,0
19,194,93.2,3,1
20,158,41.1,3,0
49,155,50.4,5,1
24,167,71.4,3,0
41,155,53.4,3,1
53,163,41.6,3,0
24,189,67.6,3,1
34,193,135.1,3,0
29,177,75.0,4,1
25,184,51.1,2,0
21,160,53.1,5,1
25,193,109.6,2,0
44,169,62.7,4,1
40,178,50.4,1,0
48,192,73.9,4,1
44,160,94.4,1,0
57,161,51.4,3,1
43,185,111.7,2,0
28,167,58.5,3,1
46,159,43.3,2,0
55,176,68.7,4,1
22,183,102.1,2,0
31,168,67.3,3,1
55,160,39.1,2,0
34,157,57.3,3,1
55,155,40.1,2,0
47,168,67.7,4,1
44,179,106.4,2,0
51,173,73.4,5,1
34,170,109.1,2,0
27,163,56.6,5,1
50,158,70.5,3,0
37,160,57.2,4,1
19,184,114.4,1,0
34,183,70.2,5,1
26,173,88.0,1,0
56,170,64.2,5,1
24,162,43.3,2,0
55,166,65.7,5,1
55,185,53.5,3,0
25,188,81.6,5,1
55,157,67.6,2,0
47,184,66.3,3,1
41,180,120.3,1,0
46,192,86.4,3,1
43,174,97.6,1,0
41,169,58.2,4,1
51,194,125.3,2,0
58,162,64.9,5,1
33,175,102.4,2,0
21,158,49.0,3,1
53,175,94.9,1,0
21,155,52.1,5,1
19,163,97.1,1,0
59,165,60.3,3,1
53,189,60.5,2,0
57,176,66.4,3,1
24,173,50.1,1,0
30,183,81.7,4,1
22,188,63.0,1,0
25,194,80.1,5,1
51,186,102.9,2,0
19,167,68.3,3,1
34,185,52.9,3,0
35,165,55.5,5,1
43,191,132.6,1,0
41,192,68.3,3,1
46,190,63.8,2,0
32,171,57.5,4,1
46,181,85.5,2,0
27,192,79.9,3,1
30,181,56.4,3,0
24,192,81.3,3,1
29,173,104.8,3,0
58,164,56.8,5,1
32,182,103.1,1,0
51,171,70.6,5,1
50,175,52.6,1,0
23,191,78.2,3,1
22,180,53.9,1,0
19,158,57.6,4,1
27,167,77.2,1,0
27,176,61.3,5,1
30,162,44.0,1,0
44,194,88.4,4,1
26,189,62.4,2,0
49,162,63.5,3,1
35,168,99.9,3,0
45,193,80.7,3,1
32,172,74.7,1,0
57,162,64.9,3,1
52,168,83.3,2,0
29,170,54.4,4,1
45,165,46.4,2,0
41,155,44.9,3,1
45,190,99.3,3,0
36,160,48.9,3,1
47,173,47.3,2,0
54,161,59.8,3,1
29,160,76.3,3,0
19,194,70.4,4,1
46,156,86.0,3,0
55,172,70.9,5,1
37,175,48.1,2,0
25,173,73.9,5,1
33,164,41.5,3,0
53,190,73.3,5,1
29,167,45.8,2,0
56,184,68.1,4,1
38,176,79.2,2,0
33,156,59.4,3,1
47,191,135.8,3,0
19,191,80.1,4,1
50,169,51.6,1,0
36,182,62.0,4,1
37,179,105.1,3,0
24,171,58.3,4,1
28,170,43.6,3,0
29,194,81.2,4,1
41,183,92.6,2,0
35,156,45.4,4,1
58,165,41.1,2,0
29,184,63.9,3,1
58,174,97.5,1,0
27,183,66.0,3,1
55,171,45.8,3,0
38,157,49.5,5,1
58,170,100.3,1,0
29,182,72.6,3,1
37,194,95.0,3,0
58,190,80.7,5,1
24,162,86.4,3,0
25,163,51.2,3,1
48,178,103.0,2,0
43,183,76.7,3,1
32,160,82.6,2,0
19,170,62.7,3,1
31,178,89.2,1,0
26,178,78.3,3,1
46,177,47.7,2,0
21,168,56.0,4,1
51,180,118.7,1,0
31,161,48.4,5,1
31,171,96.5,2,0
45,168,60.4,4,1
19,165,47.3,2,0
30,159,51.4,4,1
41,183,55.5,1,0
18,182,69.0,5,1
31,188,54.0,1,0
48,191,70.5,5,1
22,182,58.0,3,0
19,169,57.4,3,1
57,184,91.3,2,0
26,155,48.0,5,1
35,181,101.7,1,0
53,190,78.6,5,1
54,170,50.4,1,0
52,171,67.6,3,1
21,165,73.9,3,0
51,177,59.6,3,1
30,187,116.4,1,0
41,182,65.8,4,1
51,188,99.1,2,0
48,155,45.9,4,1
56,169,43.0,2,0
34,179,75.5,4,1
48,159,64.1,3,0
30,158,60.5,5,1
29,155,43.2,3,0
34,188,86.3,4,1
59,178,90.8,3,0
50,177,73.7,5,1
18,175,86.5,1,0
37,156,47.0,5,1
45,167,90.8,2,0
19,188,85.6,3,1
32,166,73.4,1,0
55,162,63.8,4,1
33,173,97.7,2,0
45,158,54.0,3,1
35,186,54.0,1,0
19,189,66.9,5,1
53,185,52.9,2,0
18,177,77.3,3,1
49,173,75.9,3,0
32,171,61.2,5,1
36,161,40.0,3,0
24,191,81.1,4,1
38,187,100.3,2,0
53,181,77.7,3,1
46,164,48.4,1,0
22,166,51.8,3,1
39,194,125.6,3,0
18,165,56.4,4,1
52,160,44.1,2,0
34,192,69.1,4,1
31,180,51.4,2,0
33,187,65.8,5,1
35,183,59.5,1,0
43,194,82.2,3,1
